Name,About,Website
"
dooyoo
","
 product reviews and consumer reports
dooyoo.com is a social shopping website with a strong community that provides information regarding the online shopping experience, including reviews on products and shops, product details, prices and shop details to all online users.",http://www.dooyoo.com
"
The Lunch Network
","
 Lottery lunches for corporate environments
The lunch network is a product for HR departments, a lightweight corporate engagement software solution. We offer HR managers a ""mistery lunch"", ""lottery lunch"", and ""new hire-welcome package"" to improve the inter-departmental relationships and reduce the time ...",http://lnch.net
"
TicTapToe
","
 We develop Spotify of mobile games (Android)
We are building a platform that will offer users all mobile games they can think of, against a weekly or monthly fee. Until recently, users consumed and paid entertainment on a product-to-product basis. In recent times, entertainment services such as ‘Spotify’ ...",http://tictaptoe.com
"
digitaleheimat
","
 Online Marketing and Branding Full Service Agency
all in one online marketing solution agency for medium sized businesses",http://www.digitaleheimat.de
"
Amen
","
 Amen is about the best and worst of everything
Amen is the place for creating and sharing opinions about the extra ordinary things in life. Take a stand about the best and worst people, places, things and ideas.",http://getamen.com
"
LUUV Forward
","
 No more shaky videos!
LUUV is the world's first plug&play camera stabilizer for action cameras, smartphones and compact digital cameras. LUUV allows you to shoot steady footage whenever and wherever you want - simple and reliable.
Have you ever tried to shoot a video with your smartphone? ...",http://www.luuv-is-awesome.com
"
Rocketinternships
","
 #1 Resource for Internships Abroad
Rocketinternships aims to consolidate the fragmented offline niche for international internship placements in an online marketplace. Free for students and payable for employers and traditional placement agencies.",http://www.rocketinternships.com
"
Capelin Ventures
","
 Berlin based Company Builder for Emerging Markets
Headquartered in Berlin, we start internet and mobile companies in emerging markets.",http://www.capelin.de
"
MF.ounder Media
","
 
",
"
Force M
","
 Building companies and investing in Startups
Force M creates digital values, that help people and connect globally.
Force M is Online Marketing specialist
Force M invests in Startups",http://www.force-m.de
"
360STORIES
","
 360STORI.ES is a platform for hosting commercialized virtual tours for places worldwide.
360STORIES is a social touring platform for virtual storytelling.
It is simply street view with facebook posts inside. But the most important part of it, is ""PlayBack"" tour functional, that is kind of guided tour from story to story.
360Stories is the touring ...",http://www.360stori.es
"
Tame
","
 Tame (www.tame.it) is the first context search engine for the real-time web.
",http://www.tame.it
"
Wine Genius
","
 Limited Editions of Premium Wine
Wine Genius acquires over-capacities and special editions of internationally renowned wineries and re-labels them to protect the vineyard's prices and reputation. In the next step, our premium wines are marketed through a single label, offered at significantly ...",http://www.wine-genius.com
"
Crowdcademy
","
 Content curation by experts
Crowdcademy makes it easy to learn everything you need to know about a specific topic. For a beginner it is time-consuming and difficult to find the right resources and put them in an order that optimizes their learning experience. Crowdcademy's courses are curated ...",http://www.crowdcademy.com
"
ProfitBricks
","
 
ProfitBricks Cloud Computing IaaS (Infrastructure-as-a-Service) ProfitBricks is Cloud Computing's Price/Performance Leader, offering maximum performance and flexibility in infrastructure design. Customize your data center components according to your unique needs, ...",https://www.profitbricks.com
"
Scraptrade
","
 B2B-Exchange platform for scrap steel traders
Scraptrade is a B2B Marketplace for scrap steel traders. Companies can trade their materials (e.g. 50 metric tons of copper) every fast and profit from a much bigger reach compared to their circle of acquaintances.",http://www.scraptrade.de
"
Trailburning
","
 Trailburning® inspires people to discover, explore and share trail experiences
Trailburning® enables an active lifestyle audience to discover and explore trails from around the world via Trail Cards.
See > http://www.trailburning.com",http://www.trailburning.com
"
Schaltzeit
","
 Empowering Corporate Foresight
Schaltzeit has been founded as an agency for supporting corporate foresight with consulting services and scouting. Over time they have transformed into a provider of software solutions for strategic foresight, idea management, and idea competitions, complemented ...",http://www.schaltzeit.com
"
stilanzeigen
","
 
",http://stilanzeigen.net
"
Roomsurfer
","
 Social Subletting
Subletting becomes more fun if you can meet interesting people and more comfortable if you can make the search and the transaction online - roomsurfing will be the way to do it.
Our Target Group:
Moving Students – Interns - Young individuals looking for ...",http://www.roomsurfer.com
"
Findch
","
 Product search engine
www.findch.com
Online Shopping has become a scattered user experience. Customers must use multiple online sources to cater their different needs. Findch is about to change this by providing one place for everything users need and look for.
Findch is a new product ...",http://www.findch.com
"
tvib
","
 tv data api
tvib collects comprehensive data around tv. Our 'watchaholic' servers monitor tv stations 24/7 and detect which ad is airing in realtime. We know the exact ad airing times and enrich our data with media prices, tv program information and audience data.
To increase ...",http://www.tvib.tv
"
GustoPage
","
 tasty restaurant marketing
The next step of the internet will be, to make all that great and unfiltered content useable. The other will be, to go deeper and more personalized into information.
We are on our way to put menu cards from restaurants into the digital era, so you will be able ...",https://facebook.com/GustoPages
"
Toroleo
","
 Price Comparison for Car Parts
",http://www.toroleo.de
"
OpenTechSchool
","
 Community Initiative organising and hosting Coding and Tech-related Workshops
",http://www.opentechschool.org
"
CloudWok
","
 Let others upload to your cloud storage.
CloudWok is a simple, yet powerful upload service for cloud storage accounts, such as Dropbox or Google Drive. Commonly, only friends who have accounts at the same cloud storage service are able to share file. CloudWok removes the barrier and allows to invite anyone ...",http://www.cloudwok.com
"
TrunkBird
","
 Send stuff with people on the move
TrunkBird is a web and mobile application allowing you to ship anything anywhere, via more than 3,000 travellers/commuters connecting +300 towns & cities accross Europe. Simply create a task and get connected instantly with people going that way anyway.
Organising ...",http://www.TrunkBird.com
"
Travel Butler
","
 Travel Preparation Assistant
Travel Butler knows what to pack, where to eat and what to see. Use our iOS App to make preparing your next trip a breeze!",http://travelbutler.net
"
Tele-Pronto Communication
","
 Date-driven products for the adult entertainment sector with high streaming technology.
Our natural environment are products for the online and mobile adult entertainment sector. We create new exceptional websites that adapt to the consumer behavior (data driven) and even go a step further.",http://www.telepronto.de
"
Squaredo
","
 Inspirational Posters for Startups.
Squaredo is selling beautiful posters with inspirational quotes by great entrepreneurs.",http://squaredo.com
"
Flowtap
","
 Combining Data Analytics and Mobile to accelerate sales processes.
Sales teams today are overwhelmed by exploding volumes of data inside and outside their companies. Plus, customer needs become more and more demanding and complex.
Customer relationship management (CRM) software, business intelligence and sales tools don’t help ...",http://www.getflowtap.com
"
Anacode
","
 Anacode pushes market research in emerging economies to the next level.
Anacode MarketMiner is a SaaS solution for automatized market research in Emerging Markets. Our target user is the employee or executive of a “Western” company who faces cultural, linguistic and legal obstacles in her endeavors to understand the local customer. ...",http://www.anacode.de
"
Skoove
","
 Your virtual music teacher
With Skoove training courses everyone can learn to play piano and guitar- a fun and effective way, when and where they want, spending a fraction.
The interactive and adaptive apps run in web browsers as well as on iOs tablets.
In spring 2015 Skoove will launch ...",http://skoove.com
"
Covet.me
","
 Payback for Social Media
With Covet.me users can monetize on their fashion image content.
When an image is shared through covet.me to a social media account the system automatically detects fashion items on the image and links it back ro retailers.
users are granted points (""sharemiles"") ...",http://www.covet.me
"
Setting
","
 Workspace On-Demand
Starting out in Berlin, our product is a network of workspaces across the city for up-and-coming startups and independent professionals. We partner with existing workspaces (studios and co-op or startup offices) to make use of their underutilised space. For simplification, ...",http://www.setting.io
"
WishWish
","
 The ultimate wish list application
Your friends' birthday is coming up? - WishWish helps you to find the perfect gift!
You are wishing something really cool and want a friend to buy it as a gift for you? - Share your wish list with your friends!
You want to remember a fancy item you found in a ...",http://wishwishapp.com/en/index.html
"
Zimory
","
 
",http://www.zimory.com
"
HealthNatives
","
 Social Patient Matching Network for Health
HealthNatives – The network for patients that helps to gather a broader knowledge for your well-being. Find problem solutions, share patient experience and contribute to a better health.
To find answers to your questions and exchange your story with others who ...",http://www.healthnatives.com
"
Dibs!
","
 Video Dating Mobile App
Dibs! is a new way to make real-world connections on your smartphone. Using multiple 15 seconds videos as your storytelling platform you can immediately see and hear new friends before you meet them in person.",http://www.finddibs.com
"
OneRoomApp
","
 ebay classifieds for one room apartments as very easy to use app. 
Oneroomapp is the very easy and social Smartphone App to rent and let one room apartments, one rooms for subletting or in a flat share WG. Everything in one app: letting, In-AppPayment and searching. No online!",http://www.oneroomapp.com
"
ARTIST RADAR
","
 Flipboard for music, books and movies
Artist Radar is a personalized entertainment and news platform that transforms the way people stay up-to-date with their favorite artists. Users select their interests and favorite bands, book authors or movie actors and Artist Radar automatically collects the ...",http://www.artist-radar.com
"
Dojo Madness
","
 Master your play
Passionate gamers by heart, we are a team of eSports veterans building next generation tools that help gamers master their play. Our technology-driven products solve real issues gamers and community are facing every day.
We hail from Berlin, where startup culture ...",http://www.dojomadness.com
"
epicrails Web App Development
","
 We develop custom software for high profile clients.
We build custom software for startups and established companies alike.
Our process is based on industry leading best practices like TDD, Scrum/Kanban, BDD etc.",http://www.epicrails.com/en
"
knicket
","
 Independent, filter based appsearch for Android and iOS
Knicket is an independent, filter based appsearch engine. It offers magazine review snippets, costumer comment clusters, appstore ranks and unlimited videos for each app out there. It exists as native Android app and in the web for desktop and optimized for mobile ...",http://en.knicket.com
"
mixd.tv
","
 All online video sites in one place
At mixd.tv we are dedicated to let users find Online Video Data that matters to them.
Our team of Online Video Data Specialists is working hard on fulfilling our mission to bundle Online Video and surrounding data in one place.
We are providing state-of-the-art ...",http://mixd.tv
"
ascribe
","
 
Ascribe enables copyright protection via the blockchain and internet-scale machine learning.
Ascribe enables...
-Creators to claim undisputed ownership of their work using cryptographic Certificates of Authenticity,
-Marketplaces to source legitimate work, ...",https://www.ascribe.io
"
Inner Toy
","
 Test it
Deejays and Bands on Demand to save up to 55% on the ticket price by using collective group buying and compensation for sharing music / videos.",http://innertoy.com
"
PandaWord
","
 Vocabulary trainer for niches
PandaWord lets intermediate and advanced language learners boost their vocabulary by removing the overhead of reading in a foreign language.
It tracks, catalogues and prioritizes all the words they read. No matter the language they speak or what language they ...",http://www.pandaword.com
"
basslet by Rescued Ideas
","
 basslet - be moved by music
The basslet is the first wireless bracelet that lets us feel the bass and depth of music. It works alongside headphones, providing a gratifying music experience through a combination of patented technology and complementary perception. ",http://www.rescuedideas.com
"
Mvsic
","
 Online Music Television
Mvsic is online music television. Like MTV when the M still stood for music. It offers only HD videos at full-window view with less visual clutter and editorial picked content.
Users can also curate their own channels with videos from major platforms (YouTube, ...",http://mvsic.net
"
ArztTechMarkt UG
","
 Medical Device Comparision Portal for Doctors
With us a Doctor gets a free, fast and transparent market overview before investing into a new medical device.
We provide offers and alternatives for devices and systems. When the doctor has made a first choice, she can make an appointment through us to test ...",http://www.medizintechnikmarkt.de
"
moomojo
","
 Place for exclusive experiences and activities with exciting personalities & brands
At Moomojo, we believe that the best things in life are extraordinary experiences we remember and share. We believe we can inspire people by creating unforgettable memories. We believe in supporting others, so every item sold helps a charity or good cause. We believe ...",http://moomojo.com
"
Artflakes
","
 
",http://www.artflakes.com
"
youbl
","
 facebook + spotify for clothes. shopping, wearing and selling will never be the same.
Youbl makes peoples life easier through social shopping, social wearing (literally) and social selling. Youbl reflects the complete daily fashion routine.
Wear and See:
Youbl lets you wear your clothes on every relevant social media platform - in a second! Or ...",http://www.youbl.com
"
Stryking Entertainment
","
 Fantasy Sports with a twist
Stryking focusses on fan engagement and monetization with fantasy sports manager games. We develop and operate a modern fantasy football (soccer) manager with official license of the German Bundesliga (DFL) in co-operation with the leading German sports media house ...",http://www.stryking.com
"
Bonativo
","
 Fresh, high-quality food finally online
",http://www.bonativo.de
"
DemoUp
","
 We produce, deliver and conversion track product videos
We produce product videos for brands and etailers that help them sell more. We offer an end-to-end solution that includes the video integration in onlineshops, the lightning fast delivery over a content delivery network and performance tracking.
Our integrated ...",http://www.demoup.com
"
Aviendu
","
 Personalized experiences
Aviendu revolutionizes how consumers discover and buy leisure activities by providing a personalized service.",http://www.aviendu.com
"
Resourceful Humans
","
 Self-Management Tools for High Performance Teams (Basecamp)
netwoRHk makes work Simple. Social. Realtime.
netwoRHk uses the power of voluntary peer commitments by allowing teams to easily organise as a social commercial network.
Create high performance teams through self-organisation. Who works with whom on what how well. ...",http://www.resourceful-humans.com
"
eventsofa
","
 eventmanagement from your sofa
",http://www.eventsofa.de
"
THELINE
","
 Travel/everyday planner
Theline is an iPhone app which helps you to manage your life and allows you to plan, schedule and store your everyday and future events on the smart timeline. Share your events with friends and stay informed of their current events, plans and adventures. Use it ...",http://thelineapp.com
"
Awesome Prototype
","
 to be announced ... to be announced ...
to be announced ... to be announced ... to be announced ...",http://awesomeprototype.com
"
Paleo Jerky
","
 Premium grass fed Beef Jerky
We like Jerky. We sell Jerky.",http://paleojerky.de
"
Flats&Houses
","
 Mapping your properties
The main idea of the project is to create the Place to discover a whole European Real Estate Market - the metasearch platform combining data scattered in different sources, providing its clients a “Marketplace” with simple visual search on interactive map and at ...",http://www.flatsnhouses.com
"
Swapp
","
 Location-based Social Commerce App
It's only human to want things. Even things that you might only need for a little while. Sadly, almost everything these days comes with a hefty price tag.
We at Swapp are on a mission to change all that.
WHAT IS SWAPP?
Swapp is a location-based mobile app that ...",http://www.justswapp.it
"
worldbeachclubs
","
 World’s 1st digital destination for beach clubs
World’s 1st digital destination for beach clubs. An On-Line Lifestyle Travel Experience Destination for Beach Club Culture. A Complete Lifestyle Experience Portal Built Around Beach Clubs.",http://www.worldbeachclubs.com/
"
IEG - Investment Banking Group
","
 
IEG – Investment Banking Group is a leading European-based independent investment banking boutique focused on M&A, Financing and corporate finance advice for the Digital and Technology, Business Services and Energy industries. Locally present in 11 growth and emerging ...",http://www.ieg-banking.de
"
Caspian
","
 Fly and Forget
Caspian develops a technological platform targeted at the Commercial & Civil UAV (Unmanned Aerial Vehicle) market. Its products will provide greater safety & autonomy for unmanned operations (e.g. Industrial inspection) together with a highly intuitive user experience.",http://caspian.io
"
infinipool
","
 Data Logistics
Our software, Content Exchange Network (CEN), is a leading data logistics tool. For CEN we have developed a novel approach for data compression and transport. CEN regularly makes data transfers possible that, up to now, were impossible.",http://infinipool.com/
"
Snapcat
","
 Empowering kitties to express themselves through selfies.
Snapcat is made for cats, by cats.
It's an Android app that allows cats to take and share selfies on Facebook, Twitter and EyeEm. The cat simply follows a moving icon on an android device and hits it with its' paw to activate the front camera!
The selfies can ...",http://getsnapc.at
"
kassomat
","
 Dead easy tax declarations for companies and freelancers in under a minute
kassomat let's a company, freelancer or self employed people declare their sales tax in under a minute. Tax declaration is always a hassle. Find and sort all papers, book sums into a complex tax software suite, digitally sign and encrypt the data and transfer them ...",http://kassomat.net
"
Clevoo
","
 Premium service marketplace
Clevoo helps companies get their work done easily, quickly and efficiently.
It matches tested and ranked freelancers with a specific project instantly. The client submits his project, sees the price and delivery time and can order with one click.
In this way, ...",http://www.clevoo.com
"
yourPainting
","
 We paint your photos. 
We create beautiful, affordable, and customized works of art according to your vision. Upload your own photo, or choose from one of our design templates, and have your image handpainted and delivered straight to your home.",http://www.yourpainting.com
"
diffferent labs
","
 Marketing & Sales Innovation based on trends & technologies
We are a forward-thinking consulting firm that specialises in strategy, marketing, innovation and beyond. We help companies translate trends into business opportunities, stay ahead of the competition and grow their business by helping them understand people, culture ...",http://diffferentlabs.com/
"
eLibrix
","
 eLibrix is the german indiegogo for books.
eLibrix - wir lieben books. (we love books)
is a platform to connect writers and readers to create the community X, which finances the publishing of books - we are the future of the print book.
eLibrix maintains a strong emotional link to both: readers and ...",http://www.elibrix.com
"
Lexvisors
","
 Market place for low cost legal advice. 
Specific Products.
Customized Legal Documents. A catalogue of legal documents and contracts that can be personalised by users. Sign on –line, edit, download, print and share as many times you need.
Ask a Lawyer. Get useful answers at fixed prices within 24 ...",http://www.lexvisors.com
"
townfrog
","
 Find great places and events nearby
Townfrog is a content curator helping people discover and select the best local entertainment places and events. Our mission is to simplify and enhance the search for mobile users and give local businesses a cost-effective acquisition channel to reach highly targeted ...",http://townfrog.com
"
eduio
","
 The smartest school experience!
Eduio simplifies and revolutionises everyday school life.
Matters of importance like changes on timetable, new homework, upcoming test papers or a mark book which is automatically calculating, are aboard.
Application and desktop version are coming soon.
Stay ...",http://eduio.net
"
Implisense
","
 Predict Your Next B2B Customers
We have built a personalized search engine for sales people in B2B. The Software analyzes your existing customers, partners and competitors and searches for similar ones in the web. By constantly tracking business related events from over 300.000 German companies, ...",http://www.implisense.com
"
Datenlabor Berlin
","
 Data Science for SME
",http://www.datenlabor.berlin
"
Coire
","
 Musical Interaction
Coire invents a new technology to wirelessly synchronise music softwares across different devices and operating systems.
Our technology enables musicians to interconnect music softwares on their mobile devices and computers wirelessly with each other in a groundbreaking ...",http://www.coire.io
"
Mobile Event Guide
","
 
",http://mobileeventguide.de
"
STICKVOGEL
","
 We personalize your products
Stickvogel developed a full service product personalization solution for webshops. Our configurator tool fits in every shopsystem and has a great usability and high conversion rates. We do it all, from frontend to production. We embroider, engrave and print. The ...",http://www.stickvogel.com
"
Culthubb
","
 Sharing meaningful experiences.
A social network to discover and share meaningful experiences.",http://Culthubb.co
"
kittysplit
","
 Doodle for splitting group expenses.
Kittysplit simplifies sorting out expenses among a group: no registration, free of charge, with an easy 3-step wizard to walk you through creating the event, and a link to share with everyone who was there.",http://www.kittysplit.com
"
Gymondo
","
 Gymondo is a subscription based online fitness platform that makes people fit.
",http://gymondo.de
"
adgroupies
","
 Online Marketing agency focused on e-commerce business
",http://www.adgroupies.com
"
mgadget
","
 find the most popular, cutting-edge electronic gadgets
mgadget.net finds the most compelling electronic products of amazon.com and delivers them in an easy to use responsive website with intelligent filters and comprehensive reviews. The product range is constantly expanded to reflect market trends and user tastes. ...",http://www.mgadget.net
"
ScreenAware
","
 Automatically relate spent time to projects and clients
Helping agency teams to invoice clients accurately by automatically tracking and relating your screen time to billable project tasks.
1) Focus on your actual work
Keeping track of the time spent for each client or project requires effort and takes attention away ...",https://www.screenaware.net
"
EyeQuant
","
 
",null
"
KUKIMI
","
 We combine proven food technology and chilled home delivery
KUKIMI combines convience and delicous food. For a week full of moments of enjoyment we deliver fresh and ready to eat meals. No grocery shopping, no cooking, no calorie counting. Keep your lifestyle and just enjoy!",https://kukimi.de/
"
fitengo
","
 One fitness membership for the best studios in town
fitengo is the ticket to the best studios in the city. fitengo-members have unlimited access to yoga-,fitness- and EMS-studios in Berlin among others. They can choose just the right studio for the right time and place - flexible and spontaneous! Wether a member ...",http://www.fitengo.com
"
Lieferheld
","
 
",http://www.lieferheld.de
"
Applanga
","
 App Localization Made Easy
Applanga (http://applanga.com) is a simple mobile app localization platform for adding new languages and phrases to your existing mobile apps.
With Applanga’s web dashboard, you can easily manage the different language versions of your apps, edit content, and ...",http://applanga.com
"
Valsight
","
 Flexible business simulation
Valsight enables companies to connect strategic decisions with enterprise data. With our tools, decision makers can reveal value drivers, simulate the effects of changing parameters on their KPIs, and act accordingly. Valsight fully leverages in-memory database ...",http://www.valsight.com
"
Clipduell
","
 Clipduell UG (haftungsbeschränkt)
Clipduell is an independent social-gaming quizz app.The user can battle their friends by guessing commercials, trailers and webvideos. The app is out since the 1th of april on iOS for the iPhone and will follow as an iPad version and a android version in a few ...",http://www.clipduell.de
"
CareerFoundry
","
 
CareerFoundry is a more personal way to learn online",https://www.careerfoundry.com
"
inboundli
","
 Content curation platform
Our technology helps social media marketers find and publish 3rd party content. The platform collects historical data from a clients' social media accounts and uses it to train a learning algorithm to match new content.
The platform serves content in a personalized ...",http://inbound.li/
"
SatoshiPay
","
 Bitcoin for merchants and payment providers
SatoshiPay is a Bitcoin payment processor allowing online merchants to accept and instantly convert payments to fiat currency, such as Euro. In addition to serving merchants directly the company also offers white-label integration into payment service provider ...",http://satoshipay.net
"
Artly
","
 Simplifying Portfolio Websites
We believe in the Power of Simplicity
We're taking away the time and frustration associated with making your own website.
The result - the easiest solution for creative individuals to get a portfolio website.
Artly has:
- No Content Management System. Everything ...",http://www.artly.me
"
SportsToolbox
","
 Planning and measuring tools für coaches and athletes
SportsToolbox is a cloud-based SaaS solution which changes the world of trainers and athletes with a new and innovative approach to simplify their everyday work: preparing and logging trainings, measuring performances and finding talents.
SportsToolbox is offering ...",http://www.sportstoolbox.com
"
Marzapane
","
 Best Italian Food online
Marzapane – the best italian experience in your kitchen!
In a beautiful box Marzapane delivers the authentic italian culinary experience to kitchens throughout germany.
In collaboration with italian chefs the Marzapane-Team developed a broad range of recipes. ...",https://marzapane.de
"
Wunschkandidaten.com
","
 
",
"
Gymia
","
 gym marketplace to acquire day passes and short term memberships
Gymia is creating a new way for people to do sports, find gyms, personal trainers and classes. We want to provide people with the transparency and flexibility to choose what’s best for them at the right moment, from daily gym passes to yoga classes, to a full fledged ...",http://www.gymia.de
"
Distribusion Technologies
","
 Simplifying Intercity Bus Distribution
Distribusion wants to make booking an intercity bus ticket as simple as booking a flight or hotel. We connect intercity bus operators with travel agencies, travel websites or mobility apps in a worldwide distribution network.",http://www.distribusion.com
"
Styla
","
 Tell stories, sell products and boost your brand's identity - in unequaled aesthetics.
The Amazine GmbH is a young Berlin-based startup disrupting the global lifestyle-magazine and e-commerce industry with Styla, the world’s first magazine SaaS solution that has been developed by the company.
Styla allows brands to create beautifully layouted magazines ...",http://www.styla.com
"
Kursguru.de
","
 Booking.com for courses
More and more people are searching online for courses or seminars. But it is very difficult to find an appropriate course. The offer is overwhelming and intransparent. 95% of schools and instructors do not have a proper website with online booking and payment possibility. ...",http://www.kursguru.de/
"
Vite
","
 A social planning mobile application that helps to organize daily appointments.
Vite tackles one of the biggest problems of Generation Y: making appointments via Facebook, Whatsapp etc. 
 
Vite is designed for social and informal meetings. The user simply fills out a form of what to do, where to meet and the time, together with a short text ...",http://www.getvite.eu
"
Das Loop Networks
","
 The Bloop: Touring Artists and Venues, booking on a map.
The Bloop gives artists and events organizers a private network to track touring intentions and do booking in a software assisted fashion.
A world map places every profiles and allow to design touring intentions. Organizers can find incoming tours before they get ...",https://thebloop.co
"
MEISTERCLASS
","
 We revive the magic of handicraft, providing a world of enablement and inspiration.
Meisterclass is a video-based online education platform, enabling everyone to learn new skills in the DIY space anywhere, anytime and at one’s own pace. We recruit the best DIY-experts from across Europe to produce highly qualitative video Meisteclasses in different ...",https://www.meisterclass.de/
"
HPC-Gateway
","
 Mobile app & eco-system for cloud & HPC
Our mobile application for HPC & Cloud allows you to monitor & control your computational jobs & resources with one finger touch.",https://hpc-gateway.com
"
Chocofine.com
","
 Multi-brand fine chocolates online
Chocofine.com will become the world’s leader online distributor of multi-brand fine chocolates within the next 5 years.
Single transaction, wide variety shopping, with reduced shipping costs. Customer service excellence mindset and multi-language support.",http://www.chocofine.com
"
Webpgr
","
 We make websites move
Webpgr brings the efficiency of web building platforms to professional web design without compromising on creativity. Not only exactly define the look of your website or web frontend, but also the feel: swipes, fade ins/outs, animations, zooming menus, floating/overlapping ...",http://webpgr.com
"
Fyber
","
 Fyber is a leading advertising technology company.
Fyber (formerly SponsorPay) is a leading advertising technology company that empowers app developers to execute smart ad monetization strategies across all connected devices through a unified mobile supply side platform.
Fyber reaches over 100 million unique ...",http://www.fyber.com
"
Wimdu
","
 Leading online platform for privately rented apartments
Founded in 2011, Wimdu has quickly developed to be Europe’s leading marketplace for private accommodation.
With the backing of our diverse team consisting of 250 employees spanning 27 nationalities, Wimdu is successfully supporting an ever-increasing user base ...",http://www.wimdu.com
"
Perdoo
","
 A multi-platform tool for Enterprise Goal Management
We make organizations predictably more successful by engaging the full workforce through the management & linking of all their goals and OKRs. ",http://perdoo.com
"
CarJump
","
 We love carsharing!
We at CarJump love car sharing! Founded in the vibrant heart of Berlin we are here to make car sharing available for everyone. With the CarJump app users can reserve and book cars across several car sharing providers like DriveNow, Car2Go, Multicity and more – ...",http://www.carjump.de
"
Contorion
","
 B2B Marketplace for maintenance, repair and operations (MRO) products
Contorion.de is a B2B online marketplace for maintenance, repair and operations (MRO) products. Our broad category range for MRO parts includes Safety and Security, Material Handling, Metalworking and Fasteners, Abrasives, Power Tools, Hand Tools, Cleaning and ...",http://www.contorion.de
"
Simply Done
","
 Enabling eCommerce to in-home installation services
Simpy Done is the opposite of Do-It-Yourselfy. We enable ecommerce companies to offer their customers installation services at home - we are the last mile premium service for everything that needs to be set up, installed, mounted or trained at the customer's home. ...",http://www.einfach-machen-lassen.de/
"
Remerge
","
 App Audience Management meets Retargeting
Our mission is to empower app developers to boost user and revenue growth, by providing them with the most advanced app retargeting platform in the market.
We streamlined the process from simple data access (no SDK needed) to generic audience segmentation (i.e. ...",http://remerge.io
"
filiyou
","
 Social community for parents to share newborn pictures & stories
Social community for parents to share newborn pictures & stories. Putting the baby into the center of the virtual universe. Like a ""Facebook for babies""",http://www.filiyou.com
"
hellowins
","
 play against friends & win real products
hellowins rewards your special moments. It's all about you, to receive this rewards, because we are here to endow you for all kind of stuff your doing with your smartphone! It doesn't matter if your filling some forms, quit some tasks, achieve new levels in a game ...",http://www.hellowins.com
"
Amazers
","
 SaaS for building amazing communities.
Amazers is a SaaS company that provides brands, organizations and influencers with unique white label community-networks.
Forget existing community-building solutions. We give our customers a branded and fully owned community-network that is customized to their ...",http://www.amazers.com
"
WhatsAhoy
","
 Your travel PA, a WhatsApp away
We make all your travel arrangements & assign expenses correctly while you are on the go. Travel is taking up a bigger part of peoples lives, while the line between professional and pleasure travel is blurring.
WhatsAhoy allows this new group of digital nomads ...",https://www.whatsahoy.com
"
Mobile Baby Vita
","
 Advanced baby monitoring devices
Mobile Baby Vita presents BICO. BICO is fundamentally meant for mothers of newborns or infants. With BICO, mother can establish continuous 24/7 sensual link with her baby. She can see and feel her baby status. By tracking movements and sounds, BICO Baby (mobile ...",http://www.babybico.com
"
Snatch Away
","
 Real Estate Notification Engine
Snatch searches across real estate platforms and notifies you about newly listed results which match your search criteria.",http://snatchaway.com
"
Smeet
","
 
",http://www.smeet.com
"
API Dummy Test
","
 This is just for API testing, please ignore
This is just a test, working on the API and do not want to sully our existing accounts ... please ignore",https://angel.co
"
ArtWeb
","
 Website builder for artists
A leading website builder for artists, helping artists promote and sell their artwork on line with an easy to use website.",http://artweb.com
"
Startup of the Day
","
 Startup of the Day is a Berlin-based Tech Blog passioned about Startups and great ideas.
Startup of the Day is a Berlin-based Tech Blog passioned about Startups.
We don't care if your Startup belongs to the Web, Mobile, Energy, Hardware or any other sector, we just care about great ideas.
Inspiration, Ideas and Innovation is what matters, that's ...",http://startupoftheday.tumblr.com/
"
Rock my Site
","
 Building great websites
- Website building
- Webdesign
- Logo Design
- Domaining
- Hosting",http://www.rockmysite.de
"
kinderfee.de
","
 Digital babysitter agency
",http://http//:www.kinderfee.de
"
Xxxtravaganza
","
 Alternative Online Magazine
Xxxtravaganza is a daring new online magazine offering modern and alternative ways of thinking. We are opening a door, leading society to a better understanding of its rich variety of thoughts and beliefs. It is a break from ordinary and mainstream news, created ...",http://www.xxxtravaganza.com
"
Civocracy
","
 Opinion building & Action
Civocracy is where people go to follow and engage on issues they care about. Civocracy is a user generated personalized social forum, which also connects you to relevant politicians, NGOs, or create other possibilities for engagement at the click of a button. ...",http://civocracy.com
"
Baking Every Corner
","
 all-natural bakeries on every street corner
Industrialization of the retail baking sector has gone too far. The future belongs to natural bakeries on every street corner.",http://not yet
"
Michael Abbas Entertainment
","
 models, actor, singer, kids, female, male etc
Michael Abbas Ent is for Models, Actors etc for worldwide. The idea is to create a company for Asia, Europe and N America by Mike and MA Ent, will be divided in three categories
1, Production House
2, Model Mgmt for worldwide, Event Planing
3. Record Label
I ...",http://www.maentertainment.tk
"
Strrr
","
 Hyper stimulated downtime.
Strrr is video programming for hyper-stimulated downtime; because the internet needs to pay back those wasted hours.
Our continuous stream video channel runs 24-hours a day, delivering engaging, high-impact video from across the web, selected and programmed by ...",http://www.strrr.tv
"
YouTunez
","
 Sell your own music on iTunes, Amazon, Spotify & Co.
YouTunez.com enables artists, producers, bands and independent labels to sell their own music on all leading online shops worldwide and promote it on their own. And that easier and much more transparent than ever before.",http://youtunez.com
"
dreambrowse
","
 Future prediction based on dreams
Customer enters experiences (including e.g. dreams) and finds (machine learning based) recommendations regarding similar dreams and elements of dreams. Based on dynamics of groups of dreamers, we predict trends.",http://dreambrowse.com
"
epagee
","
 digital newsstand for magazines
epagee is an digital newsstand and community for international magazines",http://epagee.com
